source_code,target_code,target_display
4222338,332049000,Mometasone furoate 1 mg/g cutaneous cream
4025731,107099008,Family Columbidae
44789128,197421000000107,Isolate identified
4320650,69980003,Non-infective diarrhea
44789131,197491000000105,Wears contact lenses
4156813,271234008,Serum alkaline phosphatase measurement
4189582,391989008,Eversion of hydrocele sac
4156815,271244005,Measurement of serum lipid level
4156816,271245006,Measurement of serum triglyceride level
4189586,392003006,Colposcopy
4058523,2134003,Diffuse pain
4189596,392054006,Genus Mops
4091292,252156002,Occult blood screening
28060,43878008,Streptococcal sore throat
4091295,252167001,Urea and electrolytes
4320675,96308008,Angiotensin II receptor antagonist-containing product
4091300,252190006,Dexamethasone suppression test
4189603,373664004,Picky eater
4222374,332745002,Ketoconazole 20 mg/mL shampoo
4124078,305493004,Under care of nephrologist
4025786,225465005,Unwilling
4124096,305540003,Under care of general surgeon
4255169,408202000,Toxoplasma serology
4058573,161844003,Reduced fluid intake
4222414,420435001,Non-pitting edema
4189647,414850009,Neutrophilia disorder
4091344,249310005,Small nose
4058574,161845002,Not taking fluids
4058584,161933007,Evening cough
4353510,250707004,Globulin measurement
4058601,169317000,Neutron capture therapy
4025840,19551004,Human alphaherpesvirus 3
4091380,249420004,Bleeding on probing of gingivae
44789249,200151000000106,Reflux cough
4320771,70003006,Gram-positive cocci in clusters
44789252,200181000000100,Referred by cardiologist
4124166,287708003,Transurethral bladder excision
4058632,168386007,Helicobacter pylori not detected by rapid urease test
4025868,107105005,Cuculidae
4058637,21351003,Fracture of phalanx of foot
4156945,271350002,Urine micr.:leukocytes present
4156946,271352005,Bilious vomit
4320789,7006003,Clumsiness
4320791,70076002,Rhinitis
4124186,234787002,Insertion of amalgam restoration into tooth
4156954,271398006,Weight steady
4320804,70158006,Superficial palpation
4189738,392200002,Family Agoutidae
257581,281239006,Acute asthma
257583,37981002,Allergic bronchopulmonary aspergillosis
4320821,95847005,Injury of muscle
4156984,322991005,Lamotrigine 25 mg orodispersible tablet
4091455,251143007,ECG artifact
4320831,95898004,Tick bite
4124227,303611006,Epidural steroid injection
4091460,252158001,Opioid screening
4353605,250724005,Tumor marker measurement
4025926,225516002,Multiple sexual contacts
4025930,225530007,Cruising
4157005,370380004,Ultrasound scan finding
4157007,370391006,Patient immunosuppressed
4025938,225562005,Pressure injury of sacral region of back
4025941,225582009,Wears glasses
4025942,225583004,Smiles
4025946,225593006,Smearing of feces
4025947,225595004,Pain associated with defecation
257628,55464009,Systemic lupus erythematosus
4025950,225610004,Stiff limbs
4222559,41829006,Dietary finding
4157025,370469003,Serositis
4025956,225654005,Temperamental
4025958,225656007,Unpredictable in mood
4189799,415013003,Paracoccus
4091502,249480002,Increased fluid intake
44789359,198281000000108,Poor grip strength
44789360,198291000000105,Letter received
4091505,249488009,Gagging
4091513,249504006,Passing flatus
4091519,249519007,Diarrhea and vomiting
4058758,168455000,Gross pathology
4091532,249562008,Bowel finding
4026001,197079003,Subacute intestinal obstruction
257683,75803007,Posterior rhinorrhea
4222614,83876008,Bursectomy
44789399,203241000000107,Uses wheelchair indoors
44789400,203251000000105,Uses wheelchair outdoors
4255387,408365002,Able to use medication
4026017,197171003,Bacterial peritonitis
4189861,388517001,Family Mephitidae
4091559,280816001,Facial palsy
4222638,83931009,Prodrome
4320944,70637004,Cellulitis of toe
4320945,70644008,Acute respiratory acidosis
4026032,197270009,Acute hepatic failure
4222652,332825002,Fusidic acid 20 mg/g cutaneous cream
4026047,225707003,Sacral edema
4222657,332982000,Uncontrollable vomiting
4189891,388626009,Small cats
4091587,252233000,Hydrogen breath test
4091592,252250003,Glucagon stimulation test
4353741,250980009,Cardioversion
4189903,375739006,Sodium chloride 50 mg/mL eye solution
44789467,203891000000103,Patient transport booked
4058844,197601003,Finnish congenital nephrotic syndrome
4026079,225800006,Institutionalized
4026083,225807009,Pressured by peers
4189931,413424009,Achromobacter xylosoxidans
4222703,421356009,Pupil round
257778,27836007,Pertussis
4189941,41345002,Rickets
4026112,12063002,Rectal hemorrhage
44789505,204301000000101,Poor nutrition
192259,2435008,Ascariasis
4058887,161815000,Virgo intacta
4222731,40100001,Obliterative bronchiolitis
4222733,401004,Distal subtotal pancreatectomy
4058893,168577003,Plain X-ray thoracic spine normal
192275,30188007,Alpha-1-antitrypsin deficiency
192279,127013003,Disorder of kidney due to diabetes mellitus
28457,46689006,Hypertrophy of tonsils
4222764,83975008,Naming errors
4353837,251047005,Dilatation of pulmonary artery
4222765,83978005,Primary familial hypertrophic cardiomyopathy
4026157,197458008,Acute recurrent pancreatitis
4189998,388645000,Leptailurus serval
4353852,250750009,Protein/creatinine ratio measurement
4026174,225859003,Safe to be left unattended
4124480,289585005,Lochia normal
4091714,280982009,Abuse of laxatives
44789585,2051000000104,Letter sent to patient
4157267,321272000,Clobazam 10 mg oral tablet
4157269,321294008,Lorazepam 1 mg oral tablet
4190045,38880002,Rigor
192353,39621005,Disorder of gallbladder
4058977,197659005,Atrophy of kidney
4157283,321451001,Haloperidol 500 microgram oral tablet
4157281,321448008,Haloperidol 500 microgram oral capsule
192357,55525008,Paralytic ileus
192359,42399005,Renal failure syndrome
4157291,321514005,Sulpiride 200 mg oral tablet
4157298,321625005,Quetiapine (as quetiapine fumarate) 100 mg oral tablet
257907,19829001,Disorder of lung
4190068,373359009,Surgical closure of eye structure
4058997,161825005,Appetite normal
4058999,161837007,Feeds normally
4059001,161843009,Normal fluid intake
4321152,9861002,Streptococcus pneumoniae
4059010,161873000,Heavy legs
4059014,161887000,Spontaneous bruising
4059015,161898004,Falls
45772680,703941003,Improved exercise tolerance
4059017,161925006,Productive cough-yellow sputum
4059020,161932002,Morning cough
44789647,202911000000109,Hospital transport booked
4222866,421581006,Pharyngeal swelling
4222871,421605005,2+ pitting edema
4091808,249307003,Nasal symptom
45772705,704198001,Denies alcohol use
4091809,249311009,Large nose
4222885,40174006,Isolation technique
4091814,24933008,Decompression of heart
4222890,40196000,Mild pain
44789681,203031000000107,Informed consent given
4091826,280994000,Chronic confusional state
192438,271860004,Abdominal mass
4059066,168821007,Barium swallow
4190139,388820000,Mungos
4288447,69874005,"Coagulation time, activated"
4059073,168854009,Cystography
192450,267064002,Retention of urine
4190148,388857006,Genus Genetta
4321227,70944005,Impaired gas exchange
4190159,388889002,Genus Choloepus
44789712,203191000000107,Wants to stop smoking
4222936,84572006,Pleurodesis
4288480,68618008,Rett's disorder
4091874,252568001,Overnight pulse oximetry
4091881,252597003,Tone decay test
4124651,289847001,Normal ovary
45772780,705075002,Able to see
4124652,289854007,Perineum intact
4190193,373436002,Infection due to Mycobacterium intracellulare
4091890,252641007,Gastrointestinal transit study
4124665,289902001,Normal periods
4091898,251150006,Sinus rhythm
4091899,251155001,Junctional ectopic tachycardia
4124676,233794009,Tuberculous bronchopleural fistula
4124682,233817007,Triple vessel disease of the heart
4124683,233823002,Silent myocardial ischemia
4059152,197233000,Perianal infection
4124689,233854003,Atrial myxoma
4124690,233861004,Functional mitral regurgitation
4157459,372142002,Carcinoma of pancreas
4124693,233873004,Hypertrophic cardiomyopathy
4190229,373592004,Traumatic blister
4124694,233883000,Bacterial pericarditis
4288538,396207002,CT of brain with contrast
4059164,161112004,Illiteracy
4223006,421728001,Administration of prophylactic anticoagulant
4288544,396232000,Inguinal hernia
4091937,249383001,Finding of surface of tongue
4124706,233928007,Myocardial dysfunction
4026404,106824004,Family Formicidae
4059173,16114001,Fracture of ankle
4223020,41976001,Cardiac catheterization
44789807,225281000000106,Insertion of vascular closure device
4091955,249473004,Altered appetite
4091956,249477003,Increased thirst
4091963,249531009,Bowel spasm
4091964,249533007,Obese abdomen
45772876,706873003,Suffering
45772877,706880001,At increased risk of confusion
4288601,687005,Albumin/Globulin ratio
192606,60389000,Paraplegia
4321379,69769008,Repair of blepharoptosis
4190331,373641001,Manipulation of fracture
4157566,321989000,Citalopram (as citalopram hydrobromide) 10 mg oral tablet
4092031,251248009,Bifid P wave
43020417,113381000119100,Codependency
43020420,119551000119102,Permanent cardiac pacemaker
43020424,132721000119104,Hypertensive emergency
4157583,322173001,Ondansetron (as ondansetron hydrochloride) 4 mg oral tablet
4124816,288738006,Able to use self-expression
618641,65971000052100,Acute psychosis
43020435,153821000119103,Visceral ischemia
618644,703100191000119101,Rebound tenderness of right upper quadrant of abdomen
4059286,19730000,Abnormally hard consistency
4059290,197321007,Steatosis of liver
43020443,21631000119105,Limb ischemia
192667,84568007,Atrophic gastritis
192669,235671002,Gastric fistula
4157594,322341003,Acetaminophen 500 mg and codeine phosphate 30 mg oral tablet
192671,74474003,Gastrointestinal hemorrhage
4321437,967006,Medication education
192673,82196007,Vascular insufficiency of intestine
4124834,233955003,Abdominal aortic atherosclerosis
4124835,233957006,Arterial ischemia
4124838,233960004,Critical upper limb ischemia
4124839,233962007,Critical lower limb ischemia
192680,34742003,Portal hypertension
192681,254901000,Prostatic intraepithelial neoplasia
45772971,707793005,Hot skin
4124844,233996000,Type II dissection of thoracic aorta
4059308,19744006,Operation on gallbladder
618682,8441000175102,Victim of forced sexual activity
4092093,247640008,Unable to think clearly
4092094,247641007,Puzzled
4092095,247650009,Planning suicide
4223166,420653000,Under general anesthesia
4092100,247661001,Gullible
4092101,247663003,Orientated
4092103,247671004,Religious delusion
4354255,251080003,Labile blood pressure
192731,308925008,Digestive symptom
4124904,304507003,Exercise education
4059372,168461002,Postmortem examination
4059373,168476005,Sputum cytology
4157677,272418005,Small tumor
4059379,16851005,Mitochondrial myopathy
4288760,69021004,Cerebellar gait
192763,57662003,Injury of blood vessel
4059397,212572003,Always eating
43020550,470757009,Tense ascites
4321545,70040003,"Glasgow coma scale, 15"
44790030,224611000000103,Implantation of intrathecal drug delivery device adjacent to spinal cord
4092174,251360007,Hearing unchanged
4157712,272554007,Perch-sitting
4157716,272580008,Semi-recumbent position
4124949,288796008,Does ask questions
4124951,288808009,Does greet
4059416,21263006,Myxedema coma
43020567,471283005,Air leaking from lung
4157724,323047004,Oxcarbazepine 300 mg oral tablet
4157725,323054005,Levetiracetam 500 mg oral tablet
4190498,414469009,Impending shock
4190500,414478003,Blood leukocyte number above reference range
4190509,41451006,ASO test
28974,20639004,Candidiasis of the esophagus
44790061,222531000000101,Hepatitis B viral load
4321586,9829001,Gastric ulcer with perforation
4026675,106672000,Superfamily Filarioidea
4124980,288921003,Does chew
192819,4834000,Typhoid fever
4190518,414550002,Janeway lesion
4190521,414563008,Kussmaul's respiration
4124986,234095009,Lymphatic malformation
35615036,15712641000119101,Ischemia of right upper limb
4059452,197679002,Glomerular disease
4026687,10675001,Normal pulse rate
4190527,414576002,Large v-wave
258369,93880001,Primary malignant neoplasm of lung
4026700,106790007,Horse flies
4125005,234184000,Prosthetic cardiac paravalvular leak
35615055,15964701000119109,Saddle embolus of pulmonary artery with acute cor pulmonale
4092239,247803002,Seasonal affective disorder
35615060,15971541000119105,Left femoral hernia
4223321,404221001,Multiple gated acquisition scanning
4092249,247864006,Fear of surgical masks
4125024,304540007,Recommendation to stop drug treatment
4092256,247902008,Stillness
4059490,160750008,Rehoused
618853,878789008,Inadequate intake of energy
4059498,160770002,Social worker involved
4092266,247946000,Resistance to change
4059502,160778009,Meals on wheels
4092272,247953009,Detailed recall of dream
4059507,1608005,Increased capillary permeability
4092281,281018007,Ex-cigarette smoker
618877,878852003,Fracture of knee
29056,42982001,Sialoadenitis
618882,878859007,Self management of diabetes
4223363,84149000,Aspiration of cataract by phacoemulsification
192901,39912006,Hereditary spastic paraplegia
4256133,409589004,Scab of skin
258449,23412002,Hemopericardium
35615135,16055431000119108,Hypotension following procedure
4288938,396484008,Supraclavicular lymph node biopsy
618923,879862001,Body piercing
4190643,415115007,Platelet count above reference range
4190644,415116008,Platelet count below reference range
4190647,415125002,Pneumocystosis pneumonia
192956,76581006,Cholecystitis
4125116,288969000,Able to spit
192963,3855007,Disorder of pancreas
192964,129128006,Infectious disorder of kidney
4125125,289000006,Able to feed self
4321739,9763007,Expiratory wheezing
4157899,322944003,Phenytoin sodium 50 mg oral capsule
618957,879969009,Breakthrough pain
618960,879976004,Lesion of bone
4157906,322992003,Lamotrigine 100 mg orodispersible tablet
4125142,289096007,Able to take deep breaths
4157911,323013002,Gabapentin 100 mg oral capsule
4125144,289098008,Does take deep breaths
4125143,289097003,Unable to take deep breaths
4190682,389213009,Family Hominidae
4223453,41885002,Pericardial knock
4288992,69724002,Implantation of prosthetic intraocular lens
4256228,409622000,Respiratory failure
4092388,247985007,Inappropriate laughter
4092391,247997008,Bullying
4092392,247999006,Teasing
4289001,69776003,Acute gastroenteritis
44790251,230251000000106,Fine needle aspiration NOC
4092397,248020004,Bizarre behavior
4059631,160898008,Medically retired
4059633,160901009,Made redundant
4059634,160904001,Part-time employment
4059636,160906004,Self-employed
4289018,69850007,Suppurative cholangitis
4223483,40226000,Impairment
4092411,248062006,Self-injurious behavior
193020,249288007,Incomplete emptying of bladder
4059643,160943002,Lives in own home
4092420,249647002,Weak anal sphincter
4059658,16101002,Ulcer of cecum
44790286,230411000000106,Vertebroplasty of fracture of spine
4190740,415164004,Pregabalin 25 mg oral capsule
4190741,415166002,Pregabalin 50 mg oral capsule
4059669,169083003,MRI scan abnormal
4026913,225885004,Health assessment
4026914,225886003,Medical assessment
44790310,201771000000108,Able to walk short distances
4026922,225931003,At increased risk of epileptic fits
4223530,84172003,Spondylitis
4026923,225934006,Smokes in bed
4321837,70693003,At increased risk for impaired skin integrity
4223538,8420001,Abrasion procedure
4059699,169241000,Echocardiogram abnormal
4321844,70751009,Ligation
4190773,415295002,Restrictive cardiomyopathy
45773365,702392008,Metastatic renal cell carcinoma
4026937,106563001,Order Uredinales
4223558,334245002,Lidocaine hydrochloride 50 mg/g gingival ointment
4125256,289121008,Difficulty expectorating
4125257,289123006,Deep breathing
43020872,459055004,Vegetation of heart
4125262,288885009,Unable to eat
4321875,9908006,Normal psychomotor development
4321877,991002,Wide QRS complex
4321878,9911007,Core needle biopsy
4125272,288936000,Able to swallow
4125273,288937009,Does swallow
4125274,288939007,Difficulty swallowing
4125275,288943006,Does swallow food
44790363,201551000000109,Allergy to plasters
4059740,197938001,Painless hematuria
4158046,323014008,Gabapentin 300 mg oral capsule
4158047,323021008,Gabapentin 600 mg oral tablet
44790366,202191000000102,Urine opiate negative
4125276,288945004,Difficulty swallowing food
4125282,288971000,Does spit
4026979,225964003,Assisting with personal hygiene
44790371,231991000000101,Balloon dilation of organ NOC
4026978,225963009,Assisting with mouthcare
4190818,390840006,Next appointment
4158052,323133000,Amantadine hydrochloride 100 mg oral capsule
4026984,225977007,Alleviating anxiety
4125284,288976005,Able to suck
4158049,323046008,Oxcarbazepine 150 mg oral tablet
4125291,289002003,Does feed self
4026989,225996006,Prevention of pressure injury
4321901,96302009,HMG-CoA reductase inhibitor-containing product
4190829,390862006,Good compliance with inhaler
4158064,325259007,Glimepiride 2 mg oral tablet
44790384,237921000000106,Insertion of plastic stent into organ NOC
4321906,9632001,Nursing procedure
4158069,325329000,Carbimazole 5 mg oral tablet
4256374,410430005,Cardiorespiratory arrest
4158073,325356003,Dexamethasone 2 mg oral tablet
44790394,236371000000109,Renewal of stent in organ NOC
4027003,226077000,Therapeutic diet
4158076,325373001,Hydrocortisone 10 mg oral tablet
4059772,161057005,Lack of stimulation
4125308,235409007,Ileocolic anastomosis
4092541,249661007,Discharge from anus
4223616,421961002,Hypersensitivity reaction
4059769,161040006,Entitled to benefits
619142,890221004,Acrocardiofacial syndrome
4223626,40403005,Catheterization of right heart
4158091,370854007,Screening for substance abuse
4059787,161140009,English as a second language
193170,267430007,Renal glycosuria
4092565,24976005,Uterine prolapse
4092571,249778007,Leg wasted
4092573,249781002,Large leg
44790432,236721000000106,Implantation of intravenous dual chamber cardiac pacemaker system
4092576,249786007,Short leg
4125350,303653007,CT of head
4223659,84229001,Fatigue
44790447,198311000000106,Overseas visitor
44790450,203661000000105,Undiagnosed dyspepsia
45773498,216631000119102,Stent in circumflex branch of left coronary artery
4125382,260147004,House dust mite
4027081,226210000,Liquidized diet
4289228,3717006,Dilute Russell viper venom time
4027086,226237003,No pork diet
4125391,260174003,Cod
193242,56905009,Perforation of intestine
258780,185086009,Emphysematous bronchitis
4092642,251979003,Urinary loss
193250,61401005,Gastric hemorrhage
193252,8114009,Diverticulosis of small intestine
193253,52845002,Nephritis
193254,25658005,Disorder of vagina
44790500,237451000000109,Percutaneous transluminal placement of peripheral stent in artery
4322024,70995007,Pulmonary hypertension
4322025,70997004,Mild anxiety
4158186,271591004,Fully conscious
4158190,271620003,Accessory respiratory muscles used
4223728,346447007,Fresh frozen plasma
4125426,260295004,Sees hand movements
4158195,271648003,Postural drop in blood pressure
4322045,9718006,Polymerase chain reaction analysis
193277,200144004,Deliveries by cesarean
4027133,19765000,Complication of dialysis
4125447,289101007,Able to control breathing
4125448,289103005,Does control breathing
4125449,289109009,Able to huff
44790538,243341000000107,Vague pain
4125451,289115009,Does not cough
4059915,161969004,Fluttering heart
4092685,186698009,Cytomegalovirus hepatitis
4223759,422076005,IgE-mediated allergic disorder
4158224,325242002,Gliclazide 80 mg oral tablet
4059919,161992004,Prominent chest veins
4125459,289149001,Eating normal
4158227,325263000,Glimepiride 4 mg oral tablet
4289301,70124003,Capillary pulse
4289304,70134007,Hypochloremic alkalosis
4191001,392291006,Angle-closure glaucoma
4289309,70142008,Atrial septal defect
4092707,249878001,Fasciculation of tongue
4125478,234303003,Drainage of lymphatics
4125482,234319005,Splenectomy
193322,301754002,Right lower quadrant pain
4092717,249896005,Cannot get about
193326,87557004,Urge incontinence of urine
619309,897018007,Administration of prophylactic antifungal
4092720,249903005,Difficulty standing up
45773617,925791000000100,Mild frailty
4125489,234339009,Macrocytosis - no anemia
4059958,169449001,Trying to conceive
44790586,243561000000101,Chest symptom
4092731,249954005,Movement against gravity
45773631,927881000000104,Erratic eating pattern
4092736,249963007,Excessive blinking - involuntary
4092738,249973009,Extensor pattern
4092740,249981005,Weight-bearing
4092741,249983008,Feels as though will fall
4092743,249990003,Unsteady when standing
44790602,241131000000100,Patient found lying
193355,39400004,Injury of liver
4059984,169565003,Pregnant - planned
4158309,271676006,Finding of appearance of abdomen
4158310,271680001,Liver edge palpable
4060006,212049006,Burns classified according to percentage of body surface involved
4158319,271706000,Waddling gait
4158323,271727005,Clear disc margin
4158325,271742008,Bulging tympanic membrane
4060026,19968009,Cholecystitis without calculus
4158330,271751000,Continuous fever
4158333,271760008,Pustule
4158334,271761007,Scaly skin
4256640,408512008,Body mass index 40+ - severely obese
4027268,107487008,Family Eleotridae - sleeper
4158341,271783006,Semiconscious
4322181,9905009,Loop colostomy
4158343,271809000,Peripheral edema
4158346,271825005,Respiratory distress
44790674,241391000000101,Patient unable to give history
4060051,161924005,Productive cough -green sputum
4060052,161941007,Dyspnea at rest
4125590,289195008,Slurred speech
4060054,161957007,Breath normal
40399768,201736002,Reactive arthritis
4158361,325426006,Prednisolone 1 mg oral tablet
4158362,325427002,Prednisolone 5 mg oral tablet
44790687,239891000000106,Infection - uncertain origin
4060063,162009001,Mouth symptoms
44790688,239901000000107,Tropical infection
193445,12579009,Familial Mediterranean fever
43021224,473008002,Pain in cheek
4125611,289259007,Vaginal delivery
44790700,242671000000101,Has domestic support
43021229,473013003,Finding relating to sexual behavior
4060085,161641009,At increased risk of diabetes mellitus
43021237,473021009,Secondary erectile dysfunction
4125623,287858000,Drainage of liver
4027321,22820002,"Cortisol measurement, free, urine"
44790719,242701000000102,Lives in flat
44790720,242711000000100,Lives in house
4223938,404640003,Dizziness
4125641,234451005,Acquired von Willebrand disease
4223947,40468003,"Viral hepatitis, type A"
4125644,234457009,Hypofibrinogenemia
4092876,249569004,Gallbladder finding
4027342,228276006,Occasional drinker
4322251,425103009,Alle
4092881,249585009,Bladder finding
4125650,234467004,Thrombophilia
4092884,249590007,Abdominal bruit
4092888,249599008,Empty rectum
4092889,249601005,Feces in rectum
4092890,249602003,Full rectum
44790749,240091000000105,Blurred vision
4125672,305634004,Seen by anesthetist
4289517,36955009,Loss of taste
193518,81060008,Intestinal obstruction
4125679,305660003,Seen by physician
193520,70650003,Urinary bladder stone
193522,79411002,Acute prostatitis
44790770,240221000000102,Irregular palpitations
44790771,240231000000100,Palpitations - regular
4256758,408568004,CT scan brain - normal
4289526,3696007,Nonulcer dyspepsia
4027384,128139000,Inflammatory disorder
4256761,408574004,Imaging result abnormal
4027386,12815001,Poisoning by lidocaine
44790779,242931000000106,Strong pulse
44790784,240311000000103,Loss of vision
4125696,305729009,Seen by urologist
4092930,281245003,Musculoskeletal chest pain
4322306,70273001,Poisoning caused by acetaminophen
4224004,84089009,Hiatal hernia
4125700,305751001,Seen by community-based nurse
4092935,281090004,Recommendation to exercise
4027403,107733003,Introduction procedure
4158475,271951008,Crying associated with mood
4224011,84116009,Compression injury of nerve
4191245,39273001,Apical periodontitis
4322318,70323002,Eye strain
4191260,39321000,Shadow
4027426,108022006,Kidney excision
4060198,16177004,Orthodontic procedure
29735,79740000,Candidiasis of mouth
3666988,840707001,Allen test for arterial competency
4224056,420356000,Persistent erythema of skin
4060217,161874006,Heavy feeling
4060220,161882006,Stiff neck
193598,274732007,Extravasation of urine
4060223,161903000,Unable to stand
44790848,242171000000106,Admission under the Mental Health Act
4060224,161923004,Productive cough -clear sputum
4027461,22811006,Leukoencephalopathy
259153,162397003,Pain in throat
4322388,425231005,"Carcinoma of urinary bladder, superficial"
29783,31323000,Severe combined immunodeficiency disease
4093018,249651000,O sign
193631,105612003,Injury of internal organ
4322407,425322008,Stab wound
4158569,373110003,Emergency procedure
4158570,373113001,Routine procedure
4027502,13164000,Reduced visual acuity
4093040,249752003,Large hand
4027509,13197004,Uses contraception
4027510,13205008,Transvaginal echography
4224118,40492006,Bladder dysfunction
43021429,460890003,Anomalous common origin of brachiocephalic artery and left common carotid artery
4224122,404937000,Narrow base of support
4256893,408678008,Healthcare associated infectious disease
193666,125600009,Injury of hip region
4125830,305781009,Seen by community-based physiotherapist
4027529,13184001,Separated
44790923,246931000000107,Under the care of community palliative care team
4027534,128210009,Thoracic outlet syndrome
193688,186431008,Clostridioides difficile infection
4060313,161947006,Nocturnal cough / wheeze
4060316,161972006,Central chest pain
4224157,84200003,Angiography of pulmonary arteries
4027549,128258000,Ventilation finding
4322471,70536003,Transplant of kidney
4224167,84241008,Lipoid dermatoarthritis
4093096,281257007,Hypomanic mood
4027562,128309002,Radiologic infiltrate
43021483,473203000,Assessment of dementia
619692,897491008,Inadequate intake of protein and/or protein derivative
4027561,128304007,Surgical extraction
4060330,162746008,Blue toes
4322482,7058009,Noncompliance with treatment
4093111,252621002,Frequency following response measurement
43021506,473226007,Heart failure medication review
4224197,343087000,Partial deafness
4304452,38829003,Partial excision
4060361,16973004,Limping
4060364,16985007,Fasting
44790989,225221000000105,Vein graft
4093145,186538004,Anogenital herpesviral infection
4224222,335977000,Penile swelling
4322528,9991008,Abdominal colic
4158691,373188003,Replacement procedure
4158694,373191003,Self-toileting deficit
4125928,288170000,Packed blood cell transfusion
4224235,420583000,Partial thickness skin loss
619759,897656009,Rhinosinusitis
619760,897657000,Chronic rhinosinusitis
44791025,24461000000105,Referral to pulmonary rehabilitation
4191474,389121007,Saguinus - tamarins
4027633,228302005,Drinks with friends
4093173,249829006,Muscle hypertrophy
193782,46177005,End-stage renal disease
4027637,228315001,Binge drinker
4027640,228327003,Drinking day
4191479,389145006,Allergic asthma
43021557,473281000,Obstruction of common bile duct
4027639,228319007,Daily drinker
4125958,236395002,Post-infectious glomerulonephritis
44791047,24471000000103,Type 2 diabetic on insulin
4191498,389239007,Raine dysplasia
4093194,249921008,Stiff back
4027663,13200003,Peptic ulcer
193807,72779005,Anorectal fistula
4125970,236436003,End stage renal failure with renal transplant
4093206,249966004,Spasmodic movement
4093212,249992006,Unsteady when turning
44791090,25201000000108,Seen by rapid response team
4027708,128377001,Family Herpesviridae
44791108,25241000000106,Discharge from care
4224330,8453006,Subcostal recession
44791115,25411000000109,Referred to community specialist palliative care team
43021644,473302008,Aware of diagnosis
4158796,361274000,Oral apraxia
4158797,361275004,Oral dyspraxia
193871,22220005,Genuine stress incontinence
193874,8009008,Nocturnal enuresis
4060499,169068008,CT of neck
4060498,169064005,CAT scan normal
619862,926335004,Rupture of rotator cuff of shoulder
44791128,230451000000105,Laser incision of organ NOC
44791135,231821000000109,Ventilatory support
4158823,370807008,Evaluation of response to medications
44791150,226641000000105,Expectoration of induced sputum from respiratory tract
4027764,107330003,Family Lepisosteidae - gar
4027768,107354008,Family Osmeridae - smelt
44791165,25911000000104,Registered general practitioner
43021697,473359008,Thrombus of right atrium
43021698,473360003,Thrombus of left atrium
4060547,199397009,Cephalopelvic disproportion
4126085,288343002,Able to carry
4126086,288345009,Does carry
4126087,288347001,Difficulty carrying
4289933,70272006,Malignant hypertension
40483620,442512002,Nonconvulsive status epilepticus
44791181,243941000000108,Pain relieved by GTN
4126094,288378002,Does turn pages
4093330,249558002,Dipping
4093333,249565005,Liver finding
4093334,249567002,Liver edge
4093336,249572006,Spleen palpable
4093338,249579002,Kidney palpable
4093339,249586005,Bladder palpable
4093346,249607009,Large prostate
4191650,373895009,Acute respiratory distress
4191652,373909009,Choking sensation
4093347,249612005,Stool finding
4126119,236514003,Toxic nephropathy
30124,61169001,Obstruction of larynx
4158892,273987005,Nerve operation
44791216,240371000000108,Return of spontaneous circulation
4224433,421307008,Phylum Entoprocta
4322737,427898007,Infection of tooth
4322739,427910000,Diverticulitis of sigmoid colon
44791219,240451000000106,Requires constant supervision
4093365,249675000,Rigid chest
4158909,274085008,Tonsil carcinoma
4060609,169167001,Radioisotope scan of lymphatic system
44791235,275951000000108,Seen by private cardiologist
4027850,13206009,Trachea displaced
4060628,169240004,Echocardiogram normal
4060629,169251004,US scan of bladder
40400344,203534009,Acquired pes planus
4027866,13266007,Sphenoidal sinusitis
4060639,169283005,Medical photography
4224479,84856008,Oropharyngeal suctioning
4060641,169291001,X-ray beam therapy
4191716,394924000,Symptoms of depression
4224486,84906002,Local cyanosis
4027880,128524007,Disorder of colon
4158958,370886002,Safety procedure
43021816,79341000119107,Mixed dementia
4224509,85023004,Nasal regurgitation
4322814,7125002,Meningoencephalitis
4158977,370967009,Retinoblastoma
43021828,67751000119106,Right atrial enlargement
4158981,370975003,Remediated
44791303,279681000000105,Dispensing review of use of medicines
43021837,97001000119106,Localized chest pain
4191762,374014000,Betamethasone (as betamethasone valerate) 1 mg/g cutaneous lotion
4027929,107455005,Family Pempheridae - sweeper
194081,68226007,Acute cystitis
4027938,106969009,Canidae
4027939,106970005,Ursidae
4126246,290085007,Breast problem
4322871,9972008,Radiating pain
4093505,249704008,Flared ribs
4126274,236645006,Bladder outflow obstruction
44791364,248171000000108,Lives in care home
4322895,428187007,Nodule of liver
194133,279039007,Low back pain
44791390,280451000000102,Review meeting
4060768,168836005,Barium enema
4093537,249858009,Poor posture
4126305,236424009,Acute renal impairment
4093539,249862003,Sitting upright
4093536,249854006,Good trunk control
194149,204739008,Congenital aganglionic megacolon
4191852,395124008,Viral studies
4126317,304229000,Blue skin
4126318,304235000,Sharps injury
4126324,304252001,For resuscitation
44791414,283511000000105,Administration of vaccine
4028025,13280000,Femoral hypoplasia - unusual facies syndrome
43021947,459152004,Infective endocarditis of mitral valve
194175,301715003,Left upper quadrant pain
4322945,71286001,Spinal cord compression
44791426,283641000000105,Debridement of organ NOC
4191876,374173002,Metolazone 2.5 mg oral tablet
4322954,71326001,Incision of urethra
4224654,84489001,Mold
44791443,24921000000109,Referral to community mental health team
4159131,370992007,Dyslipidemia
4159133,371006005,Education assistance
4028062,128070006,Infectious disease of abdomen
30365,32390006,Panhypopituitarism
4322976,71388002,Procedure
4159138,371030007,Squeezing chest pain
